train_no,train_category,run_date,step_seq,from_station,to_station,booked_srt_min,actual_srt_min,minutes_lost,length_km,dep_delay_min,dep_time,arr_time
12951,Premium,2026-09-17,5,NAD,KOTA,125,135,10,225.39999999999998,1,2026-09-18T01:11:00+05:30,2026-09-18T03:26:00+05:30
12951,Premium,2026-09-17,6,KOTA,NDLS,312,307,-5,465.60000000000014,15,2026-09-18T03:35:00+05:30,2026-09-18T08:42:00+05:30
12951,Premium,2026-09-18,0,MMCT,BVI,20,30,10,30.0,1,2026-09-18T17:01:00+05:30,2026-09-18T17:31:00+05:30
12951,Premium,2026-09-18,1,BVI,ST,141,134,-7,233.60000000000002,11,2026-09-18T17:33:00+05:30,2026-09-18T19:47:00+05:30
12951,Premium,2026-09-18,2,ST,BRC,78,80,2,129.59999999999997,5,2026-09-18T19:53:00+05:30,2026-09-18T21:13:00+05:30
12951,Premium,2026-09-18,3,BRC,RTM,189,188,-1,260.40000000000003,6,2026-09-18T21:22:00+05:30,2026-09-19T00:30:00+05:30
12951,Premium,2026-09-18,4,RTM,NAD,40,37,-3,43.799999999999955,6,2026-09-19T00:34:00+05:30,2026-09-19T01:11:00+05:30
12951,Premium,2026-09-18,5,NAD,KOTA,125,138,13,225.39999999999998,3,2026-09-19T01:13:00+05:30,2026-09-19T03:31:00+05:30
12951,Premium,2026-09-18,6,KOTA,NDLS,312,296,-16,465.60000000000014,19,2026-09-19T03:39:00+05:30,2026-09-19T08:35:00+05:30
12951,Premium,2026-09-19,0,MMCT,BVI,20,32,12,30.0,0,2026-09-19T17:00:00+05:30,2026-09-19T17:32:00+05:30
12951,Premium,2026-09-19,1,BVI,ST,141,146,5,233.60000000000002,12,2026-09-19T17:34:00+05:30,2026-09-19T20:00:00+05:30
12951,Premium,2026-09-19,2,ST,BRC,78,77,-1,129.59999999999997,17,2026-09-19T20:05:00+05:30,2026-09-19T21:22:00+05:30
12951,Premium,2026-09-19,3,BRC,RTM,189,183,-6,260.40000000000003,14,2026-09-19T21:30:00+05:30,2026-09-20T00:33:00+05:30
12951,Premium,2026-09-19,4,RTM,NAD,40,43,3,43.799999999999955,8,2026-09-20T00:36:00+05:30,2026-09-20T01:19:00+05:30
12951,Premium,2026-09-19,5,NAD,KOTA,125,154,29,225.39999999999998,11,2026-09-20T01:21:00+05:30,2026-09-20T03:55:00+05:30
12951,Premium,2026-09-19,6,KOTA,NDLS,312,304,-8,465.60000000000014,43,2026-09-20T04:03:00+05:30,2026-09-20T09:07:00+05:30
12952,Premium,2026-09-17,0,NDLS,KOTA,275,298,23,465.6,0,2026-09-17T16:55:00+05:30,2026-09-17T21:53:00+05:30
12952,Premium,2026-09-17,1,KOTA,NAD,137,140,3,225.39999999999998,23,2026-09-17T22:03:00+05:30,2026-09-18T00:23:00+05:30
12952,Premium,2026-09-17,2,NAD,RTM,31,29,-2,41.39999999999998,26,2026-09-18T00:25:00+05:30,2026-09-18T00:54:00+05:30
12952,Premium,2026-09-17,3,RTM,BRC,187,176,-11,262.80000000000007,25,2026-09-18T00:58:00+05:30,2026-09-18T03:54:00+05:30
12952,Premium,2026-09-17,4,BRC,ST,83,81,-2,129.70000000000005,11,2026-09-18T04:01:00+05:30,2026-09-18T05:22:00+05:30
12952,Premium,2026-09-17,5,ST,BVI,140,147,7,233.5,9,2026-09-18T05:27:00+05:30,2026-09-18T07:54:00+05:30
12952,Premium,2026-09-17,6,BVI,MMCT,55,40,-15,30.0,16,2026-09-18T07:56:00+05:30,2026-09-18T08:36:00+05:30
12952,Premium,2026-09-18,0,NDLS,KOTA,275,283,8,465.6,0,2026-09-18T16:55:00+05:30,2026-09-18T21:38:00+05:30
12952,Premium,2026-09-18,1,KOTA,NAD,137,130,-7,225.39999999999998,9,2026-09-18T21:49:00+05:30,2026-09-18T23:59:00+05:30
12952,Premium,2026-09-18,2,NAD,RTM,31,28,-3,41.39999999999998,4,2026-09-19T00:03:00+05:30,2026-09-19T00:31:00+05:30
12952,Premium,2026-09-18,3,RTM,BRC,187,185,-2,262.80000000000007,2,2026-09-19T00:35:00+05:30,2026-09-19T03:40:00+05:30
12952,Premium,2026-09-18,4,BRC,ST,83,79,-4,129.70000000000005,0,2026-09-19T03:50:00+05:30,2026-09-19T05:09:00+05:30
12952,Premium,2026-09-19,0,NDLS,KOTA,275,289,14,465.6,2,2026-09-19T16:57:00+05:30,2026-09-19T21:46:00+05:30
12952,Premium,2026-09-19,1,KOTA,NAD,137,133,-4,225.39999999999998,17,2026-09-19T21:57:00+05:30,2026-09-20T00:10:00+05:30
12952,Premium,2026-09-19,2,NAD,RTM,31,30,-1,41.39999999999998,13,2026-09-20T00:12:00+05:30,2026-09-20T00:42:00+05:30
12952,Premium,2026-09-19,3,RTM,BRC,187,180,-7,262.80000000000007,13,2026-09-20T00:46:00+05:30,2026-09-20T03:46:00+05:30
12952,Premium,2026-09-19,4,BRC,ST,83,79,-4,129.70000000000005,3,2026-09-20T03:53:00+05:30,2026-09-20T05:12:00+05:30
12952,Premium,2026-09-19,5,ST,BVI,140,156,16,233.5,0,2026-09-20T05:18:00+05:30,2026-09-20T07:54:00+05:30
12952,Premium,2026-09-19,6,BVI,MMCT,55,36,-19,30.0,16,2026-09-20T07:56:00+05:30,2026-09-20T08:32:00+05:30
12953,Premium,2026-09-17,0,MMCT,BVI,28,29,1,30.0,1,2026-09-17T17:11:00+05:30,2026-09-17T17:40:00+05:30
12953,Premium,2026-09-17,1,BVI,VAPI,73,79,6,138.5,3,2026-09-17T17:43:00+05:30,2026-09-17T19:02:00+05:30
12953,Premium,2026-09-17,2,VAPI,BL,18,22,4,26.30000000000001,10,2026-09-17T19:05:00+05:30,2026-09-17T19:27:00+05:30
12953,Premium,2026-09-17,3,BL,ST,55,45,-10,68.80000000000001,14,2026-09-17T19:29:00+05:30,2026-09-17T20:14:00+05:30
12953,Premium,2026-09-17,4,ST,BH,38,41,3,59.099999999999966,6,2026-09-17T20:21:00+05:30,2026-09-17T21:02:00+05:30
12953,Premium,2026-09-17,5,BH,BRC,49,43,-6,70.5,10,2026-09-17T21:05:00+05:30,2026-09-17T21:48:00+05:30
12953,Premium,2026-09-17,6,BRC,DHD,104,112,8,146.90000000000003,5,2026-09-17T21:59:00+05:30,2026-09-17T23:51:00+05:30
12953,Premium,2026-09-17,7,DHD,RTM,93,86,-7,113.5,13,2026-09-17T23:53:00+05:30,2026-09-18T01:19:00+05:30
12953,Premium,2026-09-17,8,RTM,KOTA,170,159,-11,269.19999999999993,7,2026-09-18T01:22:00+05:30,2026-09-18T04:01:00+05:30
12953,Premium,2026-09-17,9,KOTA,SWM,68,67,-1,107.79999999999995,0,2026-09-18T04:15:00+05:30,2026-09-18T05:22:00+05:30
12953,Premium,2026-09-17,10,SWM,MTJ,148,141,-7,216.70000000000005,4,2026-09-18T05:29:00+05:30,2026-09-18T07:50:00+05:30
12953,Premium,2026-09-17,11,MTJ,NZM,108,109,1,133.9000000000001,0,2026-09-18T07:55:00+05:30,2026-09-18T09:44:00+05:30
12953,Premium,2026-09-18,0,MMCT,BVI,28,27,-1,30.0,1,2026-09-18T17:11:00+05:30,2026-09-18T17:38:00+05:30
12953,Premium,2026-09-18,1,BVI,VAPI,73,81,8,138.5,1,2026-09-18T17:41:00+05:30,2026-09-18T19:02:00+05:30
12953,Premium,2026-09-18,2,VAPI,BL,18,21,3,26.30000000000001,9,2026-09-18T19:04:00+05:30,2026-09-18T19:25:00+05:30
12953,Premium,2026-09-18,3,BL,ST,55,49,-6,68.80000000000001,12,2026-09-18T19:27:00+05:30,2026-09-18T20:16:00+05:30
12953,Premium,2026-09-18,4,ST,BH,38,45,7,59.099999999999966,6,2026-09-18T20:21:00+05:30,2026-09-18T21:06:00+05:30
12953,Premium,2026-09-18,5,BH,BRC,49,42,-7,70.5,13,2026-09-18T21:08:00+05:30,2026-09-18T21:50:00+05:30
12953,Premium,2026-09-18,6,BRC,DHD,104,105,1,146.90000000000003,6,2026-09-18T22:00:00+05:30,2026-09-18T23:45:00+05:30
12953,Premium,2026-09-18,7,DHD,RTM,93,88,-5,113.5,8,2026-09-18T23:48:00+05:30,2026-09-19T01:16:00+05:30
12953,Premium,2026-09-18,8,RTM,KOTA,170,172,2,269.19999999999993,6,2026-09-19T01:21:00+05:30,2026-09-19T04:13:00+05:30
12953,Premium,2026-09-18,9,KOTA,SWM,68,64,-4,107.79999999999995,9,2026-09-19T04:24:00+05:30,2026-09-19T05:28:00+05:30
12953,Premium,2026-09-18,10,SWM,MTJ,148,136,-12,216.70000000000005,5,2026-09-19T05:30:00+05:30,2026-09-19T07:46:00+05:30
12953,Premium,2026-09-18,11,MTJ,NZM,108,107,-1,133.9000000000001,3,2026-09-19T07:58:00+05:30,2026-09-19T09:45:00+05:30
12953,Premium,2026-09-19,0,MMCT,BVI,28,31,3,30.0,1,2026-09-19T17:11:00+05:30,2026-09-19T17:42:00+05:30
12953,Premium,2026-09-19,1,BVI,VAPI,73,83,10,138.5,4,2026-09-19T17:44:00+05:30,2026-09-19T19:07:00+05:30
12953,Premium,2026-09-19,2,VAPI,BL,18,23,5,26.30000000000001,14,2026-09-19T19:09:00+05:30,2026-09-19T19:32:00+05:30
12953,Premium,2026-09-19,3,BL,ST,55,43,-12,68.80000000000001,19,2026-09-19T19:34:00+05:30,2026-09-19T20:17:00+05:30
12953,Premium,2026-09-19,4,ST,BH,38,39,1,59.099999999999966,7,2026-09-19T20:22:00+05:30,2026-09-19T21:01:00+05:30
12953,Premium,2026-09-19,5,BH,BRC,49,52,3,70.5,8,2026-09-19T21:03:00+05:30,2026-09-19T21:55:00+05:30
12953,Premium,2026-09-19,6,BRC,DHD,104,106,2,146.90000000000003,10,2026-09-19T22:04:00+05:30,2026-09-19T23:50:00+05:30
12953,Premium,2026-09-19,7,DHD,RTM,93,87,-6,113.5,12,2026-09-19T23:52:00+05:30,2026-09-20T01:19:00+05:30
12953,Premium,2026-09-19,8,RTM,KOTA,170,185,15,269.19999999999993,7,2026-09-20T01:22:00+05:30,2026-09-20T04:27:00+05:30
12953,Premium,2026-09-19,9,KOTA,SWM,68,63,-5,107.79999999999995,23,2026-09-20T04:38:00+05:30,2026-09-20T05:41:00+05:30
12953,Premium,2026-09-19,10,SWM,MTJ,148,128,-20,216.70000000000005,19,2026-09-20T05:44:00+05:30,2026-09-20T07:52:00+05:30
12953,Premium,2026-09-19,11,MTJ,NZM,108,108,0,133.9000000000001,0,2026-09-20T07:55:00+05:30,2026-09-20T09:43:00+05:30
12954,Premium,2026-09-17,0,NZM,MTJ,88,98,10,133.9,0,2026-09-17T17:15:00+05:30,2026-09-17T18:53:00+05:30
12954,Premium,2026-09-17,1,MTJ,SWM,123,139,16,216.70000000000002,13,2026-09-17T18:58:00+05:30,2026-09-17T21:17:00+05:30
12954,Premium,2026-09-17,2,SWM,KOTA,70,72,2,107.79999999999995,29,2026-09-17T21:19:00+05:30,2026-09-17T22:31:00+05:30
12954,Premium,2026-09-17,3,KOTA,RTM,175,165,-10,266.80000000000007,31,2026-09-17T22:41:00+05:30,2026-09-18T01:26:00+05:30
12954,Premium,2026-09-17,4,RTM,DHD,84,81,-3,115.89999999999998,21,2026-09-18T01:28:00+05:30,2026-09-18T02:49:00+05:30
12954,Premium,2026-09-17,5,DHD,BRC,116,102,-14,146.89999999999998,18,2026-09-18T02:51:00+05:30,2026-09-18T04:33:00+05:30
12954,Premium,2026-09-17,6,BRC,BH,47,47,0,70.59999999999991,4,2026-09-18T04:43:00+05:30,2026-09-18T05:30:00+05:30
12954,Premium,2026-09-17,7,BH,ST,45,43,-2,59.100000000000136,4,2026-09-18T05:32:00+05:30,2026-09-18T06:15:00+05:30
12954,Premium,2026-09-17,8,ST,BL,45,48,3,68.79999999999995,1,2026-09-18T06:19:00+05:30,2026-09-18T07:07:00+05:30
12954,Premium,2026-09-17,9,BL,VAPI,18,19,1,26.200000000000045,4,2026-09-18T07:09:00+05:30,2026-09-18T07:28:00+05:30
12954,Premium,2026-09-17,10,VAPI,BVI,103,116,13,138.5999999999999,5,2026-09-18T07:30:00+05:30,2026-09-18T09:26:00+05:30
12954,Premium,2026-09-17,11,BVI,MMCT,55,36,-19,29.90000000000009,19,2026-09-18T09:29:00+05:30,2026-09-18T10:05:00+05:30
12954,Premium,2026-09-18,0,NZM,MTJ,88,95,7,133.9,0,2026-09-18T17:15:00+05:30,2026-09-18T18:50:00+05:30
12954,Premium,2026-09-18,1,MTJ,SWM,123,129,6,216.70000000000002,8,2026-09-18T18:53:00+05:30,2026-09-18T21:02:00+05:30
12954,Premium,2026-09-18,2,SWM,KOTA,70,68,-2,107.79999999999995,14,2026-09-18T21:04:00+05:30,2026-09-18T22:12:00+05:30
12954,Premium,2026-09-18,3,KOTA,RTM,175,167,-8,266.80000000000007,12,2026-09-18T22:22:00+05:30,2026-09-19T01:09:00+05:30
12954,Premium,2026-09-18,4,RTM,DHD,84,94,10,115.89999999999998,9,2026-09-19T01:16:00+05:30,2026-09-19T02:50:00+05:30
12954,Premium,2026-09-18,5,DHD,BRC,116,102,-14,146.89999999999998,19,2026-09-19T02:52:00+05:30,2026-09-19T04:34:00+05:30
12954,Premium,2026-09-18,6,BRC,BH,47,46,-1,70.59999999999991,3,2026-09-19T04:42:00+05:30,2026-09-19T05:28:00+05:30
12954,Premium,2026-09-18,7,BH,ST,45,42,-3,59.100000000000136,2,2026-09-19T05:30:00+05:30,2026-09-19T06:12:00+05:30
12954,Premium,2026-09-18,8,ST,BL,45,52,7,68.79999999999995,0,2026-09-19T06:18:00+05:30,2026-09-19T07:10:00+05:30
12954,Premium,2026-09-18,9,BL,VAPI,18,18,0,26.200000000000045,8,2026-09-19T07:13:00+05:30,2026-09-19T07:31:00+05:30
12954,Premium,2026-09-18,10,VAPI,BVI,103,110,7,138.5999999999999,8,2026-09-19T07:33:00+05:30,2026-09-19T09:23:00+05:30
12954,Premium,2026-09-18,11,BVI,MMCT,55,44,-11,29.90000000000009,16,2026-09-19T09:26:00+05:30,2026-09-19T10:10:00+05:30
12954,Premium,2026-09-19,0,NZM,MTJ,88,98,10,133.9,1,2026-09-19T17:16:00+05:30,2026-09-19T18:54:00+05:30
12954,Premium,2026-09-19,1,MTJ,SWM,123,136,13,216.70000000000002,13,2026-09-19T18:58:00+05:30,2026-09-19T21:14:00+05:30
12954,Premium,2026-09-19,2,SWM,KOTA,70,65,-5,107.79999999999995,27,2026-09-19T21:17:00+05:30,2026-09-19T22:22:00+05:30
12954,Premium,2026-09-19,3,KOTA,RTM,175,155,-20,266.80000000000007,22,2026-09-19T22:32:00+05:30,2026-09-20T01:07:00+05:30
12954,Premium,2026-09-19,4,RTM,DHD,84,80,-4,115.89999999999998,3,2026-09-20T01:10:00+05:30,2026-09-20T02:30:00+05:30
12954,Premium,2026-09-19,5,DHD,BRC,116,116,0,146.89999999999998,0,2026-09-20T02:33:00+05:30,2026-09-20T04:29:00+05:30
12954,Premium,2026-09-19,6,BRC,BH,47,46,-1,70.59999999999991,0,2026-09-20T04:39:00+05:30,2026-09-20T05:25:00+05:30
12954,Premium,2026-09-19,7,BH,ST,45,47,2,59.100000000000136,0,2026-09-20T05:28:00+05:30,2026-09-20T06:15:00+05:30
12954,Premium,2026-09-19,8,ST,BL,45,46,1,68.79999999999995,2,2026-09-20T06:20:00+05:30,2026-09-20T07:06:00+05:30
12954,Premium,2026-09-19,9,BL,VAPI,18,18,0,26.200000000000045,3,2026-09-20T07:08:00+05:30,2026-09-20T07:26:00+05:30
12954,Premium,2026-09-19,10,VAPI,BVI,103,115,12,138.5999999999999,4,2026-09-20T07:29:00+05:30,2026-09-20T09:24:00+05:30
12954,Premium,2026-09-19,11,BVI,MMCT,55,36,-19,29.90000000000009,16,2026-09-20T09:26:00+05:30,2026-09-20T10:02:00+05:30
19019,Express,2026-09-17,0,BSR,PLG,33,35,2,39.50000000000001,6,2026-09-17T01:13:00+05:30,2026-09-17T01:48:00+05:30
19019,Express,2026-09-17,1,PLG,DRD,23,28,5,33.099999999999994,5,2026-09-17T01:50:00+05:30,2026-09-17T02:18:00+05:30
19019,Express,2026-09-17,2,DRD,VAPI,23,30,7,48.5,10,2026-09-17T02:20:00+05:30,2026-09-17T02:50:00+05:30
19019,Express,2026-09-17,3,VAPI,BL,35,23,-12,26.19999999999999,17,2026-09-17T02:52:00+05:30,2026-09-17T03:15:00+05:30
19019,Express,2026-09-17,4,BL,BIM,13,17,4,18.200000000000017,2,2026-09-17T03:17:00+05:30,2026-09-17T03:34:00+05:30
19019,Express,2026-09-17,5,BIM,NVS,15,17,2,21.0,6,2026-09-17T03:36:00+05:30,2026-09-17T03:53:00+05:30
19019,Express,2026-09-17,6,NVS,ST,43,25,-18,29.599999999999994,8,2026-09-17T03:55:00+05:30,2026-09-17T04:20:00+05:30
19019,Express,2026-09-17,7,ST,KSB,23,27,4,31.399999999999977,0,2026-09-17T04:35:00+05:30,2026-09-17T05:02:00+05:30
19019,Express,2026-09-17,8,KSB,AKV,14,17,3,18.5,4,2026-09-17T05:04:00+05:30,2026-09-17T05:21:00+05:30
19019,Express,2026-09-17,9,AKV,BH,13,14,1,9.200000000000045,7,2026-09-17T05:23:00+05:30,2026-09-17T05:37:00+05:30
19019,Express,2026-09-17,10,BH,MYG,29,28,-1,40.69999999999999,8,2026-09-17T05:39:00+05:30,2026-09-17T06:07:00+05:30
19019,Express,2026-09-17,11,MYG,BRC,33,25,-8,29.80000000000001,7,2026-09-17T06:09:00+05:30,2026-09-17T06:34:00+05:30
19019,Express,2026-09-17,12,BRC,SMLA,24,32,8,26.69999999999999,0,2026-09-17T06:43:00+05:30,2026-09-17T07:15:00+05:30
19019,Express,2026-09-17,13,SMLA,CPN,10,12,2,11.300000000000011,8,2026-09-17T07:16:00+05:30,2026-09-17T07:28:00+05:30
19019,Express,2026-09-17,14,CPN,DRL,16,12,-4,12.5,10,2026-09-17T07:29:00+05:30,2026-09-17T07:41:00+05:30
19019,Express,2026-09-17,15,GDA,SAT,15,17,2,20.5,6,2026-09-17T08:14:00+05:30,2026-09-17T08:31:00+05:30
19019,Express,2026-09-17,16,SAT,PPD,10,12,2,11.899999999999977,7,2026-09-17T08:32:00+05:30,2026-09-17T08:44:00+05:30
19019,Express,2026-09-17,17,PPD,LMK,9,9,0,7.900000000000034,8,2026-09-17T08:45:00+05:30,2026-09-17T08:54:00+05:30
19019,Express,2026-09-17,18,LMK,MAM,10,12,2,9.800000000000011,8,2026-09-17T08:55:00+05:30,2026-09-17T09:07:00+05:30
19019,Express,2026-09-17,19,MAM,DHD,20,21,1,23.0,10,2026-09-17T09:08:00+05:30,2026-09-17T09:29:00+05:30
19019,Express,2026-09-17,20,DHD,BIO,15,11,-4,10.600000000000023,12,2026-09-17T09:32:00+05:30,2026-09-17T09:43:00+05:30
19019,Express,2026-09-17,21,BIO,ANAS,9,8,-1,7.899999999999977,8,2026-09-17T09:44:00+05:30,2026-09-17T09:52:00+05:30
19019,Express,2026-09-17,22,ANAS,MGN,12,14,2,14.600000000000023,7,2026-09-17T09:53:00+05:30,2026-09-17T10:07:00+05:30
19019,Express,2026-09-17,23,MGN,THDR,10,10,0,8.099999999999909,9,2026-09-17T10:09:00+05:30,2026-09-17T10:19:00+05:30
19019,Express,2026-09-17,24,THDR,PCN,14,13,-1,13.700000000000045,9,2026-09-17T10:20:00+05:30,2026-09-17T10:33:00+05:30
19019,Express,2026-09-17,25,PCN,BMI,14,12,-2,13.700000000000045,8,2026-09-17T10:34:00+05:30,2026-09-17T10:46:00+05:30
19019,Express,2026-09-17,26,BMI,BOG,8,8,0,6.0,5,2026-09-17T10:47:00+05:30,2026-09-17T10:55:00+05:30
19019,Express,2026-09-17,27,BOG,BILD,17,25,8,19.09999999999991,5,2026-09-17T10:56:00+05:30,2026-09-17T11:21:00+05:30
19019,Express,2026-09-17,28,BILD,MRN,10,10,0,8.900000000000091,13,2026-09-17T11:22:00+05:30,2026-09-17T11:32:00+05:30
19019,Express,2026-09-17,29,MRN,RTM,30,16,-14,10.799999999999955,13,2026-09-17T11:33:00+05:30,2026-09-17T11:49:00+05:30
19019,Express,2026-09-17,30,RTM,BOD,15,14,-1,12.200000000000045,1,2026-09-17T12:01:00+05:30,2026-09-17T12:15:00+05:30
19019,Express,2026-09-17,31,BOD,RNH,9,9,0,7.5,0,2026-09-17T12:16:00+05:30,2026-09-17T12:25:00+05:30
19019,Express,2026-09-17,32,RNH,KUH,8,9,1,10.399999999999977,0,2026-09-17T12:26:00+05:30,2026-09-17T12:35:00+05:30
19019,Express,2026-09-17,33,KUH,NAD,26,20,-6,13.799999999999955,0,2026-09-17T12:39:00+05:30,2026-09-17T12:59:00+05:30
19019,Express,2026-09-17,34,NAD,MEP,18,15,-3,17.100000000000023,0,2026-09-17T13:10:00+05:30,2026-09-17T13:25:00+05:30
19019,Express,2026-09-17,35,MEP,VMA,26,23,-3,23.0,0,2026-09-17T13:30:00+05:30,2026-09-17T13:53:00+05:30
19019,Express,2026-09-17,36,VMA,CMU,18,17,-1,22.600000000000023,0,2026-09-17T13:58:00+05:30,2026-09-17T14:15:00+05:30
19019,Express,2026-09-17,37,CMU,SVA,15,17,2,15.299999999999955,1,2026-09-17T14:19:00+05:30,2026-09-17T14:36:00+05:30
19019,Express,2026-09-17,38,SVA,SGZ,13,25,12,13.700000000000045,3,2026-09-17T14:38:00+05:30,2026-09-17T15:03:00+05:30
19019,Express,2026-09-17,39,BWM,JHW,13,13,0,16.5,0,2026-09-17T15:25:00+05:30,2026-09-17T15:38:00+05:30
19019,Express,2026-09-17,40,JHW,RMA,20,9,-11,11.600000000000023,0,2026-09-17T15:40:00+05:30,2026-09-17T15:49:00+05:30
19019,Express,2026-09-17,41,RMA,MKX,10,12,2,10.100000000000023,0,2026-09-17T16:05:00+05:30,2026-09-17T16:17:00+05:30
19019,Express,2026-09-17,42,MKX,DARA,16,14,-2,14.399999999999977,20,2026-09-17T16:37:00+05:30,2026-09-17T16:51:00+05:30
19019,Express,2026-09-17,43,DARA,NKOT,40,27,-13,38.5,18,2026-09-17T16:53:00+05:30,2026-09-17T17:20:00+05:30
19019,Express,2026-09-17,44,NKOT,KOTA,25,22,-3,9.299999999999955,5,2026-09-17T17:25:00+05:30,2026-09-17T17:47:00+05:30
19019,Express,2026-09-17,45,KOTA,KPTN,13,17,4,13.300000000000068,4,2026-09-17T17:59:00+05:30,2026-09-17T18:16:00+05:30
19019,Express,2026-09-17,46,KPTN,KPZ,18,17,-1,20.0,26,2026-09-17T18:36:00+05:30,2026-09-17T18:53:00+05:30
19019,Express,2026-09-17,47,KPZ,LKE,23,24,1,27.199999999999932,24,2026-09-17T18:54:00+05:30,2026-09-17T19:18:00+05:30
19019,Express,2026-09-17,48,LKE,IDG,13,13,0,10.800000000000068,25,2026-09-17T19:20:00+05:30,2026-09-17T19:33:00+05:30
19019,Express,2026-09-17,49,IDG,SWM,40,26,-14,36.5,25,2026-09-17T19:35:00+05:30,2026-09-17T20:01:00+05:30
19019,Express,2026-09-17,50,SWM,MLZ,21,30,9,30.199999999999932,14,2026-09-17T20:09:00+05:30,2026-09-17T20:39:00+05:30
19019,Express,2026-09-17,51,MLZ,NNW,15,14,-1,16.700000000000045,23,2026-09-17T20:41:00+05:30,2026-09-17T20:55:00+05:30
19019,Express,2026-09-17,52,NNW,GGC,20,18,-2,16.90000000000009,21,2026-09-17T20:56:00+05:30,2026-09-17T21:14:00+05:30
19019,Express,2026-09-17,53,BXN,BTE,40,28,-12,41.899999999999864,20,2026-09-17T22:45:00+05:30,2026-09-17T23:13:00+05:30
19019,Express,2026-09-17,54,BTE,MTJ,60,36,-24,33.600000000000136,7,2026-09-17T23:17:00+05:30,2026-09-17T23:53:00+05:30
19019,Express,2026-09-17,55,MTJ,KSV,30,31,1,41.399999999999864,3,2026-09-18T00:18:00+05:30,2026-09-18T00:49:00+05:30
19019,Express,2026-09-17,56,KSV,FDB,71,57,-14,71.60000000000014,6,2026-09-18T00:53:00+05:30,2026-09-18T01:50:00+05:30
19019,Express,2026-09-17,57,FDB,NZM,35,33,-2,20.899999999999864,0,2026-09-18T02:00:00+05:30,2026-09-18T02:33:00+05:30
19019,Express,2026-09-17,58,NZM,GZB,36,35,-1,27.100000000000136,5,2026-09-18T02:55:00+05:30,2026-09-18T03:30:00+05:30
19019,Express,2026-09-17,59,GZB,MTC,34,32,-2,47.200000000000045,4,2026-09-18T03:32:00+05:30,2026-09-18T04:04:00+05:30
19019,Express,2026-09-17,60,MTC,MOZ,41,81,40,55.59999999999991,1,2026-09-18T04:08:00+05:30,2026-09-18T05:29:00+05:30
19019,Express,2026-09-17,61,MOZ,TPZ,51,43,-8,51.700000000000045,41,2026-09-18T05:31:00+05:30,2026-09-18T06:14:00+05:30
19019,Express,2026-09-17,62,TPZ,RK,45,39,-6,43.0,35,2026-09-18T06:18:00+05:30,2026-09-18T06:57:00+05:30
19019,Express,2026-09-17,63,RK,JWP,51,44,-7,37.59999999999991,26,2026-09-18T06:59:00+05:30,2026-09-18T07:43:00+05:30
19019,Express,2026-09-17,64,JWP,HW,24,10,-14,3.900000000000091,19,2026-09-18T07:45:00+05:30,2026-09-18T07:55:00+05:30
19019,Express,2026-09-18,0,BSR,PLG,33,30,-3,39.50000000000001,11,2026-09-18T01:18:00+05:30,2026-09-18T01:48:00+05:30
19019,Express,2026-09-18,1,PLG,DRD,23,40,17,33.099999999999994,5,2026-09-18T01:50:00+05:30,2026-09-18T02:30:00+05:30
19019,Express,2026-09-18,2,DRD,VAPI,23,32,9,48.5,22,2026-09-18T02:32:00+05:30,2026-09-18T03:04:00+05:30
19019,Express,2026-09-18,3,VAPI,BL,35,21,-14,26.19999999999999,31,2026-09-18T03:06:00+05:30,2026-09-18T03:27:00+05:30
19019,Express,2026-09-18,4,BL,BIM,13,17,4,18.200000000000017,15,2026-09-18T03:30:00+05:30,2026-09-18T03:47:00+05:30
19019,Express,2026-09-18,5,BIM,NVS,15,16,1,21.0,18,2026-09-18T03:48:00+05:30,2026-09-18T04:04:00+05:30
19019,Express,2026-09-18,6,NVS,ST,43,30,-13,29.599999999999994,19,2026-09-18T04:06:00+05:30,2026-09-18T04:36:00+05:30
19019,Express,2026-09-18,7,ST,KSB,23,23,0,31.399999999999977,5,2026-09-18T04:40:00+05:30,2026-09-18T05:03:00+05:30
19019,Express,2026-09-18,8,KSB,AKV,14,19,5,18.5,5,2026-09-18T05:05:00+05:30,2026-09-18T05:24:00+05:30
19019,Express,2026-09-18,9,AKV,BH,13,16,3,9.200000000000045,10,2026-09-18T05:26:00+05:30,2026-09-18T05:42:00+05:30
19019,Express,2026-09-18,10,BH,MYG,29,34,5,40.69999999999999,13,2026-09-18T05:44:00+05:30,2026-09-18T06:18:00+05:30
19019,Express,2026-09-18,11,MYG,BRC,33,23,-10,29.80000000000001,18,2026-09-18T06:20:00+05:30,2026-09-18T06:43:00+05:30
19019,Express,2026-09-18,12,BRC,SMLA,24,30,6,26.69999999999999,5,2026-09-18T06:48:00+05:30,2026-09-18T07:18:00+05:30
19019,Express,2026-09-18,13,SMLA,CPN,10,13,3,11.300000000000011,11,2026-09-18T07:19:00+05:30,2026-09-18T07:32:00+05:30
19019,Express,2026-09-18,14,CPN,DRL,16,13,-3,12.5,14,2026-09-18T07:33:00+05:30,2026-09-18T07:46:00+05:30
19019,Express,2026-09-18,15,DRL,KRSA,12,12,0,12.799999999999955,11,2026-09-18T07:47:00+05:30,2026-09-18T07:59:00+05:30
19019,Express,2026-09-18,16,KRSA,GDA,14,15,1,10.600000000000023,11,2026-09-18T08:00:00+05:30,2026-09-18T08:15:00+05:30
19019,Express,2026-09-18,17,GDA,SAT,15,17,2,20.5,10,2026-09-18T08:18:00+05:30,2026-09-18T08:35:00+05:30
