train_no,train_category,run_date,step_seq,from_station,to_station,booked_srt_min,actual_srt_min,minutes_lost,length_km,dep_delay_min,dep_time,arr_time
12925,Express,2026-09-18,1,BVI,DRD,73,81,8,90.1,17,2026-09-18T12:12:00+05:30,2026-09-18T13:33:00+05:30
12925,Express,2026-09-18,2,DRD,VAPI,25,28,3,48.5,24,2026-09-18T13:34:00+05:30,2026-09-18T14:02:00+05:30
12925,Express,2026-09-18,3,VAPI,BL,22,23,1,26.19999999999999,28,2026-09-18T14:08:00+05:30,2026-09-18T14:31:00+05:30
12925,Express,2026-09-18,4,BL,NVS,38,41,3,39.20000000000002,31,2026-09-18T14:36:00+05:30,2026-09-18T15:17:00+05:30
12925,Express,2026-09-18,5,NVS,ST,62,33,-29,29.599999999999994,34,2026-09-18T15:19:00+05:30,2026-09-18T15:52:00+05:30
12925,Express,2026-09-18,6,ST,BH,46,64,18,59.10000000000002,4,2026-09-18T15:56:00+05:30,2026-09-18T17:00:00+05:30
12925,Express,2026-09-18,7,BH,BRC,60,45,-15,70.5,22,2026-09-18T17:02:00+05:30,2026-09-18T17:47:00+05:30
12925,Express,2026-09-18,8,BRC,GDA,73,59,-14,73.89999999999998,5,2026-09-18T17:55:00+05:30,2026-09-18T18:54:00+05:30
12925,Express,2026-09-18,9,GDA,DHD,50,50,0,73.10000000000002,2,2026-09-18T19:07:00+05:30,2026-09-18T19:57:00+05:30
12925,Express,2026-09-18,10,DHD,MGN,25,29,4,33.10000000000002,2,2026-09-18T19:59:00+05:30,2026-09-18T20:28:00+05:30
12925,Express,2026-09-18,11,MGN,RTM,76,66,-10,80.29999999999995,5,2026-09-18T20:29:00+05:30,2026-09-18T21:35:00+05:30
12925,Express,2026-09-18,12,RTM,KUH,29,31,2,30.100000000000023,1,2026-09-18T21:46:00+05:30,2026-09-18T22:17:00+05:30
12925,Express,2026-09-18,13,KUH,NAD,39,20,-19,13.799999999999955,5,2026-09-18T22:21:00+05:30,2026-09-18T22:41:00+05:30
12925,Express,2026-09-18,14,NAD,SGZ,53,79,26,91.70000000000005,0,2026-09-18T23:00:00+05:30,2026-09-19T00:19:00+05:30
12925,Express,2026-09-18,15,SGZ,RMA,38,35,-3,61.39999999999998,26,2026-09-19T00:21:00+05:30,2026-09-19T00:56:00+05:30
12925,Express,2026-09-18,16,RMA,KOTA,65,45,-20,72.29999999999995,23,2026-09-19T00:58:00+05:30,2026-09-19T01:43:00+05:30
12925,Express,2026-09-18,17,KOTA,SWM,73,71,-2,107.80000000000007,4,2026-09-19T01:54:00+05:30,2026-09-19T03:05:00+05:30
12925,Express,2026-09-18,18,SWM,GGC,65,43,-22,63.80000000000007,3,2026-09-19T03:08:00+05:30,2026-09-19T03:51:00+05:30
12925,Express,2026-09-18,19,GGC,HAN,33,32,-1,44.399999999999864,1,2026-09-19T04:16:00+05:30,2026-09-19T04:48:00+05:30
12925,Express,2026-09-18,20,HAN,BXN,28,35,7,32.90000000000009,1,2026-09-19T04:51:00+05:30,2026-09-19T05:26:00+05:30
12925,Express,2026-09-18,21,BXN,BTE,48,29,-19,41.899999999999864,8,2026-09-19T05:28:00+05:30,2026-09-19T05:57:00+05:30
12925,Express,2026-09-18,22,BTE,MTJ,80,40,-40,33.600000000000136,19,2026-09-19T06:29:00+05:30,2026-09-19T07:09:00+05:30
12925,Express,2026-09-18,23,MTJ,FDB,107,110,3,113.0,0,2026-09-19T07:35:00+05:30,2026-09-19T09:25:00+05:30
12925,Express,2026-09-18,24,FDB,NZM,30,41,11,20.899999999999864,14,2026-09-19T09:38:00+05:30,2026-09-19T10:19:00+05:30
12925,Express,2026-09-18,25,NZM,NDLS,44,18,-26,7.2000000000000455,29,2026-09-19T10:25:00+05:30,2026-09-19T10:43:00+05:30
12925,Express,2026-09-18,26,NDLS,SZM,14,16,2,4.100000000000136,7,2026-09-19T11:12:00+05:30,2026-09-19T11:28:00+05:30
12925,Express,2026-09-18,27,SZM,SNP,27,26,-1,40.399999999999864,10,2026-09-19T11:31:00+05:30,2026-09-19T11:57:00+05:30
12925,Express,2026-09-18,28,SNP,PNP,30,44,14,45.40000000000009,10,2026-09-19T12:00:00+05:30,2026-09-19T12:44:00+05:30
12925,Express,2026-09-18,29,PNP,KUN,22,21,-1,34.299999999999955,25,2026-09-19T12:47:00+05:30,2026-09-19T13:08:00+05:30
12925,Express,2026-09-18,30,KUN,KKDE,23,22,-1,33.200000000000045,23,2026-09-19T13:09:00+05:30,2026-09-19T13:31:00+05:30
12925,Express,2026-09-18,31,KKDE,UMB,79,34,-45,41.899999999999864,35,2026-09-19T13:46:00+05:30,2026-09-19T14:20:00+05:30
12925,Express,2026-09-18,32,UMB,CDG,43,64,21,44.700000000000045,0,2026-09-19T14:40:00+05:30,2026-09-19T15:44:00+05:30
12925,Express,2026-09-18,33,CDG,SASN,10,15,5,11.299999999999955,20,2026-09-19T15:52:00+05:30,2026-09-19T16:07:00+05:30
12925,Express,2026-09-18,34,SASN,LDH,115,89,-26,101.0,26,2026-09-19T16:10:00+05:30,2026-09-19T17:39:00+05:30
12925,Express,2026-09-18,35,LDH,PGW,29,36,7,35.80000000000018,1,2026-09-19T17:48:00+05:30,2026-09-19T18:24:00+05:30
12925,Express,2026-09-18,36,PGW,JRC,17,16,-1,16.5,8,2026-09-19T18:26:00+05:30,2026-09-19T18:42:00+05:30
12925,Express,2026-09-18,37,JRC,JUC,10,8,-2,4.699999999999818,7,2026-09-19T18:44:00+05:30,2026-09-19T18:52:00+05:30
12925,Express,2026-09-18,38,JUC,BEAS,31,27,-4,36.200000000000045,6,2026-09-19T18:58:00+05:30,2026-09-19T19:25:00+05:30
12925,Express,2026-09-18,39,BEAS,ASR,45,43,-2,42.299999999999955,3,2026-09-19T19:28:00+05:30,2026-09-19T20:11:00+05:30
12925,Express,2026-09-19,0,BDTS,BVI,23,19,-4,18.4,12,2026-09-19T11:41:37+05:30,2026-09-19T12:00:43+05:30
12925,Express,2026-09-19,1,BVI,DRD,73,89,16,90.1,23,2026-09-19T12:17:51+05:30,2026-09-19T13:47:13+05:30
12925,Express,2026-09-19,2,DRD,VAPI,25,27,2,48.5,39,2026-09-19T13:48:37+05:30,2026-09-19T14:15:24+05:30
12925,Express,2026-09-19,3,VAPI,BL,22,23,1,26.19999999999999,44,2026-09-19T14:23:39+05:30,2026-09-19T14:46:50+05:30
12925,Express,2026-09-19,4,BL,NVS,38,36,-2,39.20000000000002,54,2026-09-19T14:59:02+05:30,2026-09-19T15:35:04+05:30
12925,Express,2026-09-19,5,NVS,ST,62,23,-39,29.599999999999994,56,2026-09-19T15:40:33+05:30,2026-09-19T16:03:17+05:30
12925,Express,2026-09-19,6,ST,BH,46,54,8,59.10000000000002,21,2026-09-19T16:12:59+05:30,2026-09-19T17:07:15+05:30
12925,Express,2026-09-19,7,BRC,GDA,73,57,-16,73.89999999999998,17,2026-09-19T18:06:54+05:30,2026-09-19T19:04:00+05:30
12925,Express,2026-09-19,8,GDA,DHD,50,43,-7,73.10000000000002,8,2026-09-19T19:12:31+05:30,2026-09-19T19:55:58+05:30
12925,Express,2026-09-19,9,DHD,MGN,25,24,-1,33.10000000000002,3,2026-09-19T19:59:42+05:30,2026-09-19T20:23:30+05:30
12925,Express,2026-09-19,10,MGN,RTM,76,65,-11,80.29999999999995,7,2026-09-19T20:31:05+05:30,2026-09-19T21:36:08+05:30
12925,Express,2026-09-19,11,RTM,KUH,29,21,-8,30.100000000000023,9,2026-09-19T21:53:44+05:30,2026-09-19T22:14:15+05:30
12925,Express,2026-09-19,12,KUH,NAD,39,18,-21,13.799999999999955,3,2026-09-19T22:19:22+05:30,2026-09-19T22:37:10+05:30
12925,Express,2026-09-19,13,NAD,SGZ,53,53,0,91.70000000000005,5,2026-09-19T23:05:22+05:30,2026-09-19T23:58:27+05:30
12925,Express,2026-09-19,14,SGZ,RMA,38,28,-10,61.39999999999998,12,2026-09-20T00:07:09+05:30,2026-09-20T00:35:26+05:30
12925,Express,2026-09-19,15,RMA,KOTA,65,48,-17,72.29999999999995,9,2026-09-20T00:44:02+05:30,2026-09-20T01:32:10+05:30
12925,Express,2026-09-19,16,SWM,GGC,65,39,-26,63.80000000000007,13,2026-09-20T03:18:26+05:30,2026-09-20T03:57:51+05:30
12925,Express,2026-09-19,17,GGC,HAN,33,30,-3,44.399999999999864,1,2026-09-20T04:16:08+05:30,2026-09-20T04:46:22+05:30
12925,Express,2026-09-19,18,HAN,BXN,28,28,0,32.90000000000009,4,2026-09-20T04:53:48+05:30,2026-09-20T05:22:03+05:30
12925,Express,2026-09-19,19,BXN,BTE,48,32,-16,41.899999999999864,8,2026-09-20T05:27:46+05:30,2026-09-20T05:59:54+05:30
12925,Express,2026-09-19,20,BTE,MTJ,80,70,-10,33.600000000000136,8,2026-09-20T06:18:20+05:30,2026-09-20T07:28:39+05:30
12925,Express,2026-09-19,21,MTJ,FDB,107,114,7,113.0,5,2026-09-20T07:40:26+05:30,2026-09-20T09:34:02+05:30
12925,Express,2026-09-19,22,FDB,NZM,30,38,8,20.899999999999864,18,2026-09-20T09:42:28+05:30,2026-09-20T10:20:01+05:30
12925,Express,2026-09-19,23,NZM,NDLS,44,21,-23,7.2000000000000455,34,2026-09-20T10:30:11+05:30,2026-09-20T10:51:25+05:30
12925,Express,2026-09-19,24,NDLS,SZM,14,16,2,4.100000000000136,5,2026-09-20T11:10:15+05:30,2026-09-20T11:26:15+05:30
12925,Express,2026-09-19,25,SZM,SNP,27,33,6,40.399999999999864,11,2026-09-20T11:32:00+05:30,2026-09-20T12:05:14+05:30
12925,Express,2026-09-19,26,SNP,PNP,30,48,18,45.40000000000009,23,2026-09-20T12:13:01+05:30,2026-09-20T13:00:59+05:30
12925,Express,2026-09-19,27,PNP,KUN,22,35,13,34.299999999999955,44,2026-09-20T13:06:06+05:30,2026-09-20T13:41:11+05:30
12925,Express,2026-09-19,28,KUN,KKDE,23,17,-6,33.200000000000045,61,2026-09-20T13:47:18+05:30,2026-09-20T14:04:13+05:30
12925,Express,2026-09-19,29,KKDE,UMB,79,24,-55,41.899999999999864,60,2026-09-20T14:11:11+05:30,2026-09-20T14:34:49+05:30
12925,Express,2026-09-19,30,UMB,CDG,43,62,19,44.700000000000045,10,2026-09-20T14:49:34+05:30,2026-09-20T15:51:37+05:30
12925,Express,2026-09-19,31,CDG,SASN,10,5,-5,11.299999999999955,29,2026-09-20T16:01:10+05:30,2026-09-20T16:06:27+05:30
12925,Express,2026-09-19,32,SASN,LDH,115,88,-27,101.0,32,2026-09-20T16:15:41+05:30,2026-09-20T17:43:45+05:30
12925,Express,2026-09-19,33,LDH,PGW,29,30,1,35.80000000000018,12,2026-09-20T17:59:06+05:30,2026-09-20T18:28:51+05:30
12926,Express,2026-09-17,0,ASR,BEAS,28,38,10,42.3,2,2026-09-17T07:22:00+05:30,2026-09-17T08:00:00+05:30
12926,Express,2026-09-17,1,BEAS,JUC,37,29,-8,36.2,12,2026-09-17T08:02:00+05:30,2026-09-17T08:31:00+05:30
12926,Express,2026-09-17,2,JUC,JRC,8,9,1,4.700000000000003,4,2026-09-17T08:36:00+05:30,2026-09-17T08:45:00+05:30
12926,Express,2026-09-17,3,JRC,PGW,12,14,2,16.5,5,2026-09-17T08:47:00+05:30,2026-09-17T09:01:00+05:30
12926,Express,2026-09-17,4,PGW,LDH,34,32,-2,35.8,7,2026-09-17T09:03:00+05:30,2026-09-17T09:35:00+05:30
12926,Express,2026-09-17,5,LDH,SASN,121,89,-32,101.0,7,2026-09-17T09:47:00+05:30,2026-09-17T11:16:00+05:30
12926,Express,2026-09-17,6,SASN,CDG,27,16,-11,11.300000000000011,0,2026-09-17T11:43:00+05:30,2026-09-17T11:59:00+05:30
12926,Express,2026-09-17,7,CDG,UMB,40,39,-1,44.69999999999999,0,2026-09-17T12:20:00+05:30,2026-09-17T12:59:00+05:30
12926,Express,2026-09-17,8,UMB,KKDE,29,34,5,41.89999999999998,1,2026-09-17T13:11:00+05:30,2026-09-17T13:45:00+05:30
12926,Express,2026-09-17,9,KKDE,KUN,23,23,0,33.200000000000045,6,2026-09-17T13:47:00+05:30,2026-09-17T14:10:00+05:30
12926,Express,2026-09-17,10,KUN,PNP,22,26,4,34.299999999999955,6,2026-09-17T14:12:00+05:30,2026-09-17T14:38:00+05:30
12926,Express,2026-09-17,11,PNP,SNP,28,27,-1,45.400000000000034,10,2026-09-17T14:40:00+05:30,2026-09-17T15:07:00+05:30
12926,Express,2026-09-17,12,SNP,SZM,29,31,2,40.39999999999998,9,2026-09-17T15:09:00+05:30,2026-09-17T15:40:00+05:30
12926,Express,2026-09-17,13,SZM,NDLS,49,28,-21,4.100000000000023,11,2026-09-17T15:42:00+05:30,2026-09-17T16:10:00+05:30
12926,Express,2026-09-17,14,NDLS,FDB,27,43,16,28.099999999999966,0,2026-09-17T16:35:00+05:30,2026-09-17T17:18:00+05:30
12926,Express,2026-09-17,15,FDB,MTJ,126,88,-38,112.89999999999998,33,2026-09-17T17:37:00+05:30,2026-09-17T19:05:00+05:30
12926,Express,2026-09-17,16,MTJ,BTE,23,25,2,33.700000000000045,0,2026-09-17T19:15:00+05:30,2026-09-17T19:40:00+05:30
12926,Express,2026-09-17,17,BTE,BXN,33,32,-1,41.89999999999998,6,2026-09-17T19:46:00+05:30,2026-09-17T20:18:00+05:30
12926,Express,2026-09-17,18,BXN,HAN,23,19,-4,32.89999999999998,6,2026-09-17T20:21:00+05:30,2026-09-17T20:40:00+05:30
12926,Express,2026-09-17,19,HAN,GGC,30,38,8,44.40000000000009,2,2026-09-17T20:42:00+05:30,2026-09-17T21:20:00+05:30
12926,Express,2026-09-17,20,GGC,SWM,43,43,0,63.799999999999955,13,2026-09-17T21:28:00+05:30,2026-09-17T22:11:00+05:30
12926,Express,2026-09-17,21,SWM,KOTA,90,90,0,107.89999999999998,15,2026-09-17T22:15:00+05:30,2026-09-17T23:45:00+05:30
12926,Express,2026-09-17,22,KOTA,RMA,53,55,2,72.19999999999993,17,2026-09-17T23:57:00+05:30,2026-09-18T00:52:00+05:30
12926,Express,2026-09-17,23,RMA,SGZ,48,42,-6,61.40000000000009,19,2026-09-18T00:54:00+05:30,2026-09-18T01:36:00+05:30
12926,Express,2026-09-17,24,SGZ,NAD,133,97,-36,91.79999999999995,13,2026-09-18T01:38:00+05:30,2026-09-18T03:15:00+05:30
12926,Express,2026-09-17,25,NAD,KUH,13,18,5,13.700000000000045,5,2026-09-18T03:45:00+05:30,2026-09-18T04:03:00+05:30
12926,Express,2026-09-17,26,KUH,RTM,30,23,-7,27.59999999999991,9,2026-09-18T04:04:00+05:30,2026-09-18T04:27:00+05:30
12926,Express,2026-09-17,27,RTM,MGN,63,63,0,82.80000000000018,2,2026-09-18T04:37:00+05:30,2026-09-18T05:40:00+05:30
12926,Express,2026-09-17,28,MGN,DHD,24,22,-2,33.19999999999982,2,2026-09-18T05:42:00+05:30,2026-09-18T06:04:00+05:30
12926,Express,2026-09-17,29,DHD,GDA,69,60,-9,73.0,1,2026-09-18T06:07:00+05:30,2026-09-18T07:07:00+05:30
12926,Express,2026-09-17,30,GDA,BRC,60,68,8,73.90000000000009,2,2026-09-18T07:19:00+05:30,2026-09-18T08:27:00+05:30
12926,Express,2026-09-17,31,BRC,BH,53,50,-3,70.5,8,2026-09-18T08:35:00+05:30,2026-09-18T09:25:00+05:30
12926,Express,2026-09-17,32,BH,ST,67,55,-12,59.09999999999991,5,2026-09-18T09:27:00+05:30,2026-09-18T10:22:00+05:30
12926,Express,2026-09-17,33,ST,NVS,19,21,2,29.600000000000136,0,2026-09-18T10:34:00+05:30,2026-09-18T10:55:00+05:30
12926,Express,2026-09-17,34,NVS,BL,33,37,4,39.200000000000045,2,2026-09-18T10:57:00+05:30,2026-09-18T11:34:00+05:30
12926,Express,2026-09-17,35,BL,VAPI,18,19,1,26.299999999999955,8,2026-09-18T11:38:00+05:30,2026-09-18T11:57:00+05:30
12926,Express,2026-09-17,36,VAPI,DRD,28,33,5,48.5,9,2026-09-18T11:59:00+05:30,2026-09-18T12:32:00+05:30
12926,Express,2026-09-17,37,DRD,BVI,78,83,5,90.0,14,2026-09-18T12:34:00+05:30,2026-09-18T13:57:00+05:30
12926,Express,2026-09-17,38,BVI,BDTS,60,37,-23,18.399999999999864,17,2026-09-18T13:57:00+05:30,2026-09-18T14:34:00+05:30
12926,Express,2026-09-18,0,ASR,BEAS,28,35,7,42.3,0,2026-09-18T07:20:00+05:30,2026-09-18T07:55:00+05:30
12926,Express,2026-09-18,1,BEAS,JUC,37,34,-3,36.2,7,2026-09-18T07:57:00+05:30,2026-09-18T08:31:00+05:30
12926,Express,2026-09-18,2,JUC,JRC,8,8,0,4.700000000000003,13,2026-09-18T08:45:00+05:30,2026-09-18T08:53:00+05:30
12926,Express,2026-09-18,3,JRC,PGW,12,12,0,16.5,13,2026-09-18T08:55:00+05:30,2026-09-18T09:07:00+05:30
12926,Express,2026-09-18,4,PGW,LDH,34,26,-8,35.8,13,2026-09-18T09:09:00+05:30,2026-09-18T09:35:00+05:30
12926,Express,2026-09-18,5,LDH,SASN,121,95,-26,101.0,4,2026-09-18T09:44:00+05:30,2026-09-18T11:19:00+05:30
12926,Express,2026-09-18,6,SASN,CDG,27,16,-11,11.300000000000011,0,2026-09-18T11:43:00+05:30,2026-09-18T11:59:00+05:30
12926,Express,2026-09-18,7,CDG,UMB,40,35,-5,44.69999999999999,0,2026-09-18T12:20:00+05:30,2026-09-18T12:55:00+05:30
12926,Express,2026-09-18,8,KUN,PNP,22,30,8,34.299999999999955,7,2026-09-18T14:13:00+05:30,2026-09-18T14:43:00+05:30
12926,Express,2026-09-18,9,PNP,SNP,28,32,4,45.400000000000034,15,2026-09-18T14:45:00+05:30,2026-09-18T15:17:00+05:30
12926,Express,2026-09-18,10,SNP,SZM,29,32,3,40.39999999999998,18,2026-09-18T15:18:00+05:30,2026-09-18T15:50:00+05:30
12926,Express,2026-09-18,11,SZM,NDLS,49,18,-31,4.100000000000023,24,2026-09-18T15:55:00+05:30,2026-09-18T16:13:00+05:30
12926,Express,2026-09-18,12,NDLS,FDB,27,61,34,28.099999999999966,3,2026-09-18T16:38:00+05:30,2026-09-18T17:39:00+05:30
12926,Express,2026-09-18,13,FDB,MTJ,126,106,-20,112.89999999999998,35,2026-09-18T17:39:00+05:30,2026-09-18T19:25:00+05:30
12926,Express,2026-09-18,14,MTJ,BTE,23,31,8,33.700000000000045,15,2026-09-18T19:30:00+05:30,2026-09-18T20:01:00+05:30
12926,Express,2026-09-18,15,BTE,BXN,33,29,-4,41.89999999999998,26,2026-09-18T20:06:00+05:30,2026-09-18T20:35:00+05:30
12926,Express,2026-09-18,16,BXN,HAN,23,21,-2,32.89999999999998,23,2026-09-18T20:38:00+05:30,2026-09-18T20:59:00+05:30
12926,Express,2026-09-18,17,HAN,GGC,30,35,5,44.40000000000009,21,2026-09-18T21:01:00+05:30,2026-09-18T21:36:00+05:30
12926,Express,2026-09-18,18,GGC,SWM,43,43,0,63.799999999999955,25,2026-09-18T21:40:00+05:30,2026-09-18T22:23:00+05:30
12926,Express,2026-09-18,19,KOTA,RMA,53,50,-3,72.19999999999993,6,2026-09-18T23:46:00+05:30,2026-09-19T00:36:00+05:30
12926,Express,2026-09-18,20,RMA,SGZ,48,45,-3,61.40000000000009,18,2026-09-19T00:53:00+05:30,2026-09-19T01:38:00+05:30
12926,Express,2026-09-18,21,SGZ,NAD,133,113,-20,91.79999999999995,15,2026-09-19T01:40:00+05:30,2026-09-19T03:33:00+05:30
12926,Express,2026-09-18,22,NAD,KUH,13,15,2,13.700000000000045,0,2026-09-19T03:40:00+05:30,2026-09-19T03:55:00+05:30
12926,Express,2026-09-18,23,KUH,RTM,30,22,-8,27.59999999999991,2,2026-09-19T03:57:00+05:30,2026-09-19T04:19:00+05:30
12926,Express,2026-09-18,24,RTM,MGN,63,64,1,82.80000000000018,1,2026-09-19T04:36:00+05:30,2026-09-19T05:40:00+05:30
12926,Express,2026-09-18,25,MGN,DHD,24,23,-1,33.19999999999982,2,2026-09-19T05:42:00+05:30,2026-09-19T06:05:00+05:30
12926,Express,2026-09-18,26,DHD,GDA,69,50,-19,73.0,2,2026-09-19T06:08:00+05:30,2026-09-19T06:58:00+05:30
12926,Express,2026-09-18,27,GDA,BRC,60,80,20,73.90000000000009,0,2026-09-19T07:17:00+05:30,2026-09-19T08:37:00+05:30
12926,Express,2026-09-18,28,BRC,BH,53,48,-5,70.5,17,2026-09-19T08:44:00+05:30,2026-09-19T09:32:00+05:30
12926,Express,2026-09-18,29,BH,ST,67,45,-22,59.09999999999991,11,2026-09-19T09:33:00+05:30,2026-09-19T10:18:00+05:30
12926,Express,2026-09-18,30,ST,NVS,19,20,1,29.600000000000136,1,2026-09-19T10:35:00+05:30,2026-09-19T10:55:00+05:30
12926,Express,2026-09-18,31,NVS,BL,33,31,-2,39.200000000000045,1,2026-09-19T10:56:00+05:30,2026-09-19T11:27:00+05:30
12926,Express,2026-09-18,32,BL,VAPI,18,21,3,26.299999999999955,0,2026-09-19T11:30:00+05:30,2026-09-19T11:51:00+05:30
12926,Express,2026-09-18,33,VAPI,DRD,28,34,6,48.5,6,2026-09-19T11:56:00+05:30,2026-09-19T12:30:00+05:30
12926,Express,2026-09-19,0,ASR,BEAS,28,70,42,42.3,37,2026-09-19T07:57:00+05:30,2026-09-19T09:07:00+05:30
12926,Express,2026-09-19,1,BEAS,JUC,37,29,-8,36.2,79,2026-09-19T09:09:00+05:30,2026-09-19T09:38:00+05:30
12926,Express,2026-09-19,2,JUC,JRC,8,10,2,4.700000000000003,71,2026-09-19T09:43:00+05:30,2026-09-19T09:53:00+05:30
12926,Express,2026-09-19,3,JRC,PGW,12,14,2,16.5,73,2026-09-19T09:55:00+05:30,2026-09-19T10:09:00+05:30
12926,Express,2026-09-19,4,PGW,LDH,34,45,11,35.8,75,2026-09-19T10:11:00+05:30,2026-09-19T10:56:00+05:30
12926,Express,2026-09-19,5,LDH,SASN,121,85,-36,101.0,83,2026-09-19T11:03:00+05:30,2026-09-19T12:28:00+05:30
12926,Express,2026-09-19,6,SASN,CDG,27,15,-12,11.300000000000011,47,2026-09-19T12:30:00+05:30,2026-09-19T12:45:00+05:30
12926,Express,2026-09-19,7,CDG,UMB,40,39,-1,44.69999999999999,32,2026-09-19T12:52:00+05:30,2026-09-19T13:31:00+05:30
12926,Express,2026-09-19,8,UMB,KKDE,29,32,3,41.89999999999998,28,2026-09-19T13:38:00+05:30,2026-09-19T14:10:00+05:30
12926,Express,2026-09-19,9,KKDE,KUN,23,26,3,33.200000000000045,31,2026-09-19T14:12:00+05:30,2026-09-19T14:38:00+05:30
12926,Express,2026-09-19,10,KUN,PNP,22,25,3,34.299999999999955,34,2026-09-19T14:40:00+05:30,2026-09-19T15:05:00+05:30
12926,Express,2026-09-19,11,PNP,SNP,28,32,4,45.400000000000034,38,2026-09-19T15:08:00+05:30,2026-09-19T15:40:00+05:30
12926,Express,2026-09-19,12,SNP,SZM,29,42,13,40.39999999999998,42,2026-09-19T15:42:00+05:30,2026-09-19T16:24:00+05:30
12926,Express,2026-09-19,13,SZM,NDLS,49,15,-34,4.100000000000023,55,2026-09-19T16:26:00+05:30,2026-09-19T16:41:00+05:30
12926,Express,2026-09-19,14,NDLS,FDB,27,32,5,28.099999999999966,31,2026-09-19T17:06:00+05:30,2026-09-19T17:38:00+05:30
12926,Express,2026-09-19,15,FDB,MTJ,126,96,-30,112.89999999999998,35,2026-09-19T17:39:00+05:30,2026-09-19T19:15:00+05:30
12926,Express,2026-09-19,16,MTJ,BTE,23,25,2,33.700000000000045,16,2026-09-19T19:31:00+05:30,2026-09-19T19:56:00+05:30
12926,Express,2026-09-19,17,BTE,BXN,33,29,-4,41.89999999999998,22,2026-09-19T20:02:00+05:30,2026-09-19T20:31:00+05:30
12926,Express,2026-09-19,18,BXN,HAN,23,21,-2,32.89999999999998,20,2026-09-19T20:35:00+05:30,2026-09-19T20:56:00+05:30
12926,Express,2026-09-19,19,HAN,GGC,30,41,11,44.40000000000009,18,2026-09-19T20:58:00+05:30,2026-09-19T21:39:00+05:30
12926,Express,2026-09-19,20,GGC,SWM,43,40,-3,63.799999999999955,29,2026-09-19T21:44:00+05:30,2026-09-19T22:24:00+05:30
12926,Express,2026-09-19,21,SWM,KOTA,90,66,-24,107.89999999999998,27,2026-09-19T22:27:00+05:30,2026-09-19T23:33:00+05:30
12926,Express,2026-09-19,22,KOTA,RMA,53,52,-1,72.19999999999993,5,2026-09-19T23:45:00+05:30,2026-09-20T00:37:00+05:30
12926,Express,2026-09-19,23,RMA,SGZ,48,41,-7,61.40000000000009,4,2026-09-20T00:39:00+05:30,2026-09-20T01:20:00+05:30
12926,Express,2026-09-19,24,SGZ,NAD,133,117,-16,91.79999999999995,0,2026-09-20T01:25:00+05:30,2026-09-20T03:22:00+05:30
12926,Express,2026-09-19,25,NAD,KUH,13,18,5,13.700000000000045,0,2026-09-20T03:40:00+05:30,2026-09-20T03:58:00+05:30
12926,Express,2026-09-19,26,KUH,RTM,30,21,-9,27.59999999999991,5,2026-09-20T04:00:00+05:30,2026-09-20T04:21:00+05:30
12926,Express,2026-09-19,27,RTM,MGN,63,62,-1,82.80000000000018,1,2026-09-20T04:36:00+05:30,2026-09-20T05:38:00+05:30
12926,Express,2026-09-19,28,MGN,DHD,24,28,4,33.19999999999982,0,2026-09-20T05:40:00+05:30,2026-09-20T06:08:00+05:30
12926,Express,2026-09-19,29,DHD,GDA,69,56,-13,73.0,5,2026-09-20T06:11:00+05:30,2026-09-20T07:07:00+05:30
12926,Express,2026-09-19,30,GDA,BRC,60,59,-1,73.90000000000009,3,2026-09-20T07:20:00+05:30,2026-09-20T08:19:00+05:30
12926,Express,2026-09-19,31,BRC,BH,53,52,-1,70.5,0,2026-09-20T08:27:00+05:30,2026-09-20T09:19:00+05:30
12926,Express,2026-09-19,32,BH,ST,67,62,-5,59.09999999999991,0,2026-09-20T09:22:00+05:30,2026-09-20T10:24:00+05:30
12926,Express,2026-09-19,33,ST,NVS,19,20,1,29.600000000000136,1,2026-09-20T10:35:00+05:30,2026-09-20T10:55:00+05:30
12926,Express,2026-09-19,34,NVS,BL,33,31,-2,39.200000000000045,2,2026-09-20T10:57:00+05:30,2026-09-20T11:28:00+05:30
12926,Express,2026-09-19,35,BL,VAPI,18,17,-1,26.299999999999955,2,2026-09-20T11:32:00+05:30,2026-09-20T11:49:00+05:30
12926,Express,2026-09-19,36,VAPI,DRD,28,33,5,48.5,2,2026-09-20T11:52:00+05:30,2026-09-20T12:25:00+05:30
12926,Express,2026-09-19,37,DRD,BVI,78,85,7,90.0,7,2026-09-20T12:27:00+05:30,2026-09-20T13:52:00+05:30
12926,Express,2026-09-19,38,BVI,BDTS,60,41,-19,18.399999999999864,14,2026-09-20T13:54:00+05:30,2026-09-20T14:35:00+05:30
12951,Premium,2026-09-17,0,MMCT,BVI,20,31,11,30.0,0,2026-09-17T17:00:00+05:30,2026-09-17T17:31:00+05:30
12951,Premium,2026-09-17,1,BVI,ST,141,133,-8,233.60000000000002,13,2026-09-17T17:35:00+05:30,2026-09-17T19:48:00+05:30
12951,Premium,2026-09-17,2,ST,BRC,78,79,1,129.59999999999997,5,2026-09-17T19:53:00+05:30,2026-09-17T21:12:00+05:30
12951,Premium,2026-09-17,3,BRC,RTM,189,188,-1,260.40000000000003,5,2026-09-17T21:21:00+05:30,2026-09-18T00:29:00+05:30
12951,Premium,2026-09-17,4,RTM,NAD,40,35,-5,43.799999999999955,5,2026-09-18T00:33:00+05:30,2026-09-18T01:08:00+05:30
